Mass,x_pos,y_pos,x_vel,y_vel,radius
774 
100000.000000,224074.375000,245955.234375,576.008667,636.197815,10.000000
100000.000000,295114.312500,307258.593750,756.806213,793.961426,10.000000
100000.000000,-418943.937500,35432.058594,-1083.839355,86.370110,10.000000
100000.000000,166313.343750,447881.812500,25.021271,874.972351,10.000000
100000.000000,119272.406250,362996.562500,302.476593,925.189270,10.000000
100000.000000,189043.500000,408243.468750,541.480713,955.228882,10.000000
100000.000000,195195.343750,214798.609375,501.549377,554.708862,10.000000
100000.000000,81877.046875,32253.937500,208.522797,77.590126,10.000000
100000.000000,510897.750000,382727.968750,1311.044189,983.529541,10.000000
100000.000000,203022.875000,226284.890625,521.518921,584.444702,10.000000
100000.000000,-244067.953125,795509.250000,-632.488403,2047.504761,10.000000
100000.000000,-256039.437500,195877.453125,-670.491394,496.539642,10.000000
100000.000000,195916.140625,332880.468750,502.118103,863.525818,10.000000
100000.000000,94267.648438,356116.500000,238.867065,911.263733,10.000000
100000.000000,133884.015625,161228.812500,344.385193,416.192261,10.000000
100000.000000,-135035.703125,262854.000000,-355.348816,670.658508,10.000000
100000.000000,140053.734375,164120.484375,360.218323,423.647766,10.000000
100000.000000,225893.609375,369090.750000,575.068115,957.844910,10.000000
100000.000000,753169.625000,649067.125000,1934.894775,1667.601562,10.000000
100000.000000,224044.671875,348859.000000,586.626831,877.135864,10.000000
100000.000000,2164246.500000,2258778.250000,5562.693848,5805.766602,10.000000
100000.000000,2459420.750000,2077514.250000,6321.525391,5339.733398,10.000000
100000.000000,2474428.250000,2131331.750000,6360.082031,5478.114746,10.000000
100000.000000,922585.812500,816761.312500,2370.544189,2098.638184,10.000000
100000.000000,166454.609375,374132.093750,428.137268,941.087036,10.000000
100000.000000,-145682.875000,700464.937500,-402.609283,1821.046265,10.000000
100000.000000,193133.703125,285111.343750,495.718842,737.490112,10.000000
100000.000000,416922.406250,495824.031250,1068.046997,1273.200317,10.000000
100000.000000,223508.203125,363977.656250,569.458862,944.423584,10.000000
100000.000000,168718.562500,448912.968750,660.165894,1395.362793,10.000000
100000.000000,216837.500000,313889.156250,555.442505,812.525818,10.000000
100000.000000,321399.750000,-159534.406250,827.376587,-420.829651,10.000000
100000.000000,47892.812500,362497.781250,121.924881,930.366577,10.000000
100000.000000,-99952.429688,210527.171875,-282.500214,519.255188,10.000000
100000.000000,181905.109375,199115.593750,467.350861,513.935669,10.000000
100000.000000,-94899.085938,379524.718750,-268.983795,968.603394,10.000000
100000.000000,-48849.203125,479364.968750,-145.321396,1233.723511,10.000000
100000.000000,186126.750000,291762.437500,477.806610,754.913940,10.000000
100000.000000,94924.828125,343261.812500,238.001022,873.994873,10.000000
100000.000000,216586.218750,337756.031250,553.851074,875.401855,10.000000
100000.000000,-11916.291016,976548.125000,-42.755955,2539.887451,10.000000
100000.000000,44786.132812,921068.812500,112.092323,2372.628174,10.000000
100000.000000,169994.953125,232578.828125,436.763306,600.657227,10.000000
100000.000000,197319.156250,405746.375000,495.885925,1062.875000,10.000000
100000.000000,181680.750000,325739.093750,466.263428,844.532104,10.000000
100000.000000,114889.023438,160676.140625,295.418884,414.613617,10.000000
100000.000000,145958.750000,202624.703125,375.169312,523.019104,10.000000
100000.000000,114398.765625,177350.843750,294.146729,457.666473,10.000000
100000.000000,105407.476562,144188.406250,271.077484,372.075409,10.000000
100000.000000,165962.937500,188524.359375,426.464264,486.515839,10.000000
100000.000000,115089.820312,148020.875000,295.951843,381.939331,10.000000
100000.000000,2747921.250000,2353489.250000,7062.888672,6049.032227,10.000000
100000.000000,198426.812500,168944.718750,509.698975,435.774109,10.000000
100000.000000,163193.953125,138124.015625,419.437134,356.239655,10.000000
100000.000000,188844.109375,316261.812500,484.418732,819.269653,10.000000
100000.000000,124795.898438,436656.375000,345.790527,1125.993164,10.000000
100000.000000,197350.156250,365528.250000,503.858704,950.947205,10.000000
100000.000000,145165.281250,245486.593750,373.186432,634.060974,10.000000
100000.000000,163017.453125,203415.078125,418.858124,525.007141,10.000000
100000.000000,140045.921875,212422.500000,359.973267,548.315674,10.000000
100000.000000,124670.296875,157019.625000,320.506714,405.106628,10.000000
100000.000000,162615.265625,165437.906250,417.872345,426.785309,10.000000
100000.000000,148560.296875,244350.562500,381.865448,631.112610,10.000000
100000.000000,111994.601562,174859.843750,287.928589,451.173431,10.000000
100000.000000,121965.367188,123759.015625,313.642181,319.257263,10.000000
100000.000000,163060.390625,136675.968750,419.078003,352.482788,10.000000
100000.000000,-170924.859375,125137.929688,-442.548950,318.803711,10.000000
100000.000000,-3071.087646,599111.125000,-9.211607,1538.406616,10.000000
100000.000000,140418.468750,254662.703125,361.072174,657.848755,10.000000
100000.000000,118949.085938,210615.531250,305.834930,543.564453,10.000000
100000.000000,211861.265625,187281.187500,544.009094,483.101379,10.000000
100000.000000,177159.484375,193523.421875,455.084106,499.359039,10.000000
100000.000000,105191.820312,169272.703125,270.435455,436.731323,10.000000
100000.000000,119560.890625,178006.109375,307.349548,459.278015,10.000000
100000.000000,107446.687500,381430.968750,281.743835,985.021240,10.000000
100000.000000,120829.007812,144245.453125,310.641510,372.112640,10.000000
100000.000000,201722.296875,256665.468750,517.691772,663.031738,10.000000
100000.000000,129217.023438,129173.867188,332.222260,333.187622,10.000000
100000.000000,106500.375000,136464.281250,273.843689,352.069092,10.000000
100000.000000,197894.265625,302042.187500,507.493073,781.609619,10.000000
100000.000000,107747.664062,132524.843750,277.058868,341.899597,10.000000
100000.000000,126333.093750,200629.296875,324.747070,517.732056,10.000000
100000.000000,169003.796875,232738.640625,434.133942,600.950439,10.000000
100000.000000,185651.890625,263693.968750,476.624481,681.404297,10.000000
100000.000000,150596.843750,182151.906250,386.985382,469.961304,10.000000
100000.000000,-154737.593750,-29389.664062,-406.756165,-87.563667,10.000000
100000.000000,148959.906250,187038.609375,382.777313,482.591125,10.000000
100000.000000,149252.140625,230093.312500,383.558014,594.055176,10.000000
100000.000000,166802.500000,448136.093750,494.999420,676.275940,10.000000
100000.000000,108154.921875,143875.000000,278.060089,371.162262,10.000000
100000.000000,172852.703125,143596.109375,444.117798,370.291473,10.000000
100000.000000,91300.679688,120058.312500,235.108780,310.193878,10.000000
100000.000000,121921.765625,213698.093750,313.850616,552.211365,10.000000
100000.000000,156211.187500,207995.984375,401.867554,537.492493,10.000000
100000.000000,177244.984375,298663.468750,455.677277,773.870850,10.000000
100000.000000,94511.375000,120697.585938,243.369827,311.824341,10.000000
100000.000000,122155.523438,198550.562500,314.407288,512.980957,10.000000
100000.000000,114255.625000,170096.937500,294.071869,439.376984,10.000000
100000.000000,-10918546.000000,509849.531250,-28105.726562,1311.012085,10.000000
100000.000000,-1219524.500000,-387617.875000,-3140.466309,-999.138062,10.000000
100000.000000,319456.937500,2582557.000000,821.112549,6646.277832,10.000000
100000.000000,25663214.000000,45168804.000000,66056.062500,116262.015625,10.000000
100000.000000,8425.215820,123120.757812,20.919054,316.693237,10.000000
100000.000000,-62689.976562,-57180.804688,-162.148636,-147.721756,10.000000
100000.000000,-12598.702148,-22936.437500,-33.249126,-59.609833,10.000000
100000.000000,-113065.242188,-98732.359375,-291.706116,-254.609955,10.000000
100000.000000,-2782.974609,27721.179688,-8.003123,70.843910,10.000000
100000.000000,-6502.249512,219881.843750,-17.099686,566.133728,10.000000
100000.000000,-41909.910156,-33394.859375,-108.690727,-86.512100,10.000000
100000.000000,-36825.652344,62894.511719,-95.668083,161.458923,10.000000
100000.000000,-96126.171875,-99497.289062,-248.134933,-256.591156,10.000000
100000.000000,69140.515625,112350.390625,177.200546,289.031219,10.000000
100000.000000,-70017.476562,23259.578125,-181.081650,59.396397,10.000000
100000.000000,-49929.972656,38585.832031,-129.392853,98.850441,10.000000
100000.000000,-88592.648438,-106274.750000,-228.750031,-274.035004,10.000000
100000.000000,56854.796875,328510.531250,148.225266,847.740173,10.000000
100000.000000,-7419.487305,117441.195312,-19.892899,302.021606,10.000000
100000.000000,-41188.429688,47429.316406,-106.893295,121.620918,10.000000
100000.000000,-1774.919556,37562.906250,-5.407059,96.193703,10.000000
100000.000000,-136090.203125,-83473.484375,-350.932983,-215.327423,10.000000
100000.000000,-45912.750000,-742.608582,-119.018463,-2.439337,10.000000
100000.000000,164.063644,123367.656250,-0.345181,317.311035,10.000000
100000.000000,35796.429688,82337.929688,91.344612,211.590195,10.000000
100000.000000,52357.785156,151398.796875,134.109879,389.751801,10.000000
