Mass,x_pos,y_pos,x_vel,y_vel,radius
58 
100000.000000,16882.171875,17665.859375,578.118530,628.197327,10.000000
100000.000000,22685.398438,22223.982422,763.434265,786.488342,10.000000
100000.000000,-28726.244141,4361.349609,-1084.482422,85.924210,10.000000
100000.000000,16161.196289,30250.138672,500.179321,1139.171875,10.000000
100000.000000,11966.001953,32496.943359,197.059692,795.975952,10.000000
100000.000000,17563.638672,30750.712891,533.383606,1128.875366,10.000000
100000.000000,14597.365234,15453.259766,502.234283,548.094727,10.000000
100000.000000,6831.762695,4431.407715,208.061768,75.388260,10.000000
100000.000000,38763.855469,28689.416016,1314.083252,982.960205,10.000000
100000.000000,15216.908203,16264.653320,522.552795,577.272827,10.000000
100000.000000,-16319.125000,58364.996094,-633.532104,2048.390137,10.000000
100000.000000,-14588.931641,17167.052734,-672.035583,495.623779,10.000000
100000.000000,14856.716797,23264.734375,506.818604,841.566040,10.000000
100000.000000,9304.318359,29331.318359,212.117020,879.645691,10.000000
100000.000000,9933.559570,11631.846680,343.817078,411.788818,10.000000
100000.000000,-6969.559570,21502.666016,-358.282104,668.881531,10.000000
100000.000000,10399.143555,11845.960938,359.725952,419.124420,10.000000
100000.000000,17814.501953,25731.669922,592.132324,932.703369,10.000000
100000.000000,56563.375000,48712.046875,1935.831543,1667.922119,10.000000
100000.000000,13230.488281,33305.640625,815.961304,1452.595215,10.000000
100000.000000,161663.406250,168700.812500,5562.714355,5805.784668,10.000000
100000.000000,183680.140625,155204.515625,6321.545898,5339.746582,10.000000
100000.000000,184814.203125,159231.312500,6360.101562,5478.127441,10.000000
100000.000000,69177.304688,61247.128906,2371.014648,2098.857910,10.000000
100000.000000,15348.834961,33376.890625,339.741119,1233.627197,10.000000
100000.000000,-628.283508,44795.628906,-405.706482,1823.563843,10.000000
100000.000000,14571.332031,20303.244141,497.426941,724.850159,10.000000
100000.000000,32130.144531,37416.324219,1073.659546,1274.306152,10.000000
100000.000000,17570.585938,25427.105469,584.576233,919.577332,10.000000
100000.000000,14685.219727,31868.492188,424.431580,1268.603882,10.000000
100000.000000,16570.189453,22239.345703,560.715576,796.916016,10.000000
100000.000000,23531.671875,-7985.024414,827.635681,-421.853760,10.000000
100000.000000,4765.708496,28105.542969,106.204300,919.601624,10.000000
100000.000000,1890.416992,23721.980469,-286.500793,515.722046,10.000000
100000.000000,13642.919922,14410.978516,467.607361,508.028076,10.000000
100000.000000,2257.544434,30911.019531,-278.078217,966.301636,10.000000
100000.000000,3966.770508,35148.804688,-159.105286,1235.909180,10.000000
100000.000000,14031.520508,20748.982422,479.136108,741.141174,10.000000
100000.000000,10113.455078,29852.365234,211.270248,838.219055,10.000000
100000.000000,16704.802734,23755.980469,562.093506,855.122314,10.000000
100000.000000,3498.769775,62117.671875,-43.297688,2541.502930,10.000000
100000.000000,4454.042480,66841.140625,111.668221,2374.266113,10.000000
100000.000000,12758.959961,16757.554688,436.731934,592.883972,10.000000
100000.000000,16034.043945,27317.900391,530.167542,1004.104309,10.000000
100000.000000,13698.543945,22900.962891,468.073120,823.610840,10.000000
100000.000000,8580.061523,11639.586914,294.594940,410.374084,10.000000
