100000,156,196,0,0,1
100000,112,10,0,0,1
100000,178,111,0,0,1
100000,66,119,0,0,1
100000,46,49,0,0,1
100000,101,157,0,0,1
100000,101,70,0,0,1
100000,7,150,0,0,1
100000,61,119,0,0,1
100000,102,75,0,0,1
100000,111,173,0,0,1
100000,53,198,0,0,1
100000,87,115,0,0,1
100000,25,133,0,0,1
100000,150,187,0,0,1
100000,58,177,0,0,1
100000,124,178,0,0,1
100000,70,2,0,0,1
100000,146,56,0,0,1
100000,24,170,0,0,1
100000,145,73,0,0,1
100000,20,192,0,0,1
100000,90,29,0,0,1
100000,31,103,0,0,1
100000,145,177,0,0,1
100000,64,40,0,0,1
100000,9,2,0,0,1
100000,193,1,0,0,1
100000,199,148,0,0,1
100000,168,132,0,0,1
100000,160,138,0,0,1
100000,137,16,0,0,1
100000,169,137,0,0,1
100000,10,123,0,0,1
100000,35,167,0,0,1
100000,75,45,0,0,1
100000,188,172,0,0,1
100000,170,98,0,0,1
100000,121,175,0,0,1
100000,7,153,0,0,1
100000,165,46,0,0,1
100000,13,112,0,0,1
100000,125,181,0,0,1
100000,11,163,0,0,1
100000,83,113,0,0,1
100000,6,59,0,0,1
100000,3,44,0,0,1
100000,57,87,0,0,1
100000,113,41,0,0,1
100000,99,126,0,0,1
100000,150,91,0,0,1
100000,159,157,0,0,1
100000,47,99,0,0,1
100000,24,77,0,0,1
100000,132,108,0,0,1
100000,53,68,0,0,1
100000,129,174,0,0,1
100000,195,90,0,0,1
100000,113,143,0,0,1
100000,93,45,0,0,1
100000,136,55,0,0,1
100000,64,190,0,0,1
100000,175,138,0,0,1
100000,11,25,0,0,1
100000,171,91,0,0,1
100000,43,81,0,0,1
100000,165,125,0,0,1
100000,22,75,0,0,1
100000,99,106,0,0,1
100000,80,159,0,0,1
100000,93,102,0,0,1
100000,110,19,0,0,1
100000,27,199,0,0,1
100000,134,119,0,0,1
100000,5,145,0,0,1
100000,29,159,0,0,1
100000,99,15,0,0,1
100000,13,53,0,0,1
100000,163,129,0,0,1
100000,190,48,0,0,1
100000,75,70,0,0,1
100000,112,36,0,0,1
100000,116,121,0,0,1
100000,148,153,0,0,1
100000,24,106,0,0,1
100000,166,169,0,0,1
100000,6,124,0,0,1
100000,123,80,0,0,1
100000,189,175,0,0,1
100000,84,123,0,0,1
100000,52,184,0,0,1
100000,12,59,0,0,1
100000,173,192,0,0,1
100000,121,179,0,0,1
100000,173,134,0,0,1
100000,72,63,0,0,1
100000,57,62,0,0,1
100000,58,46,0,0,1
100000,107,183,0,0,1
100000,198,181,0,0,1
100000,77,121,0,0,1
100000,105,120,0,0,1
100000,100,166,0,0,1
100000,33,123,0,0,1
100000,64,69,0,0,1
100000,120,186,0,0,1
100000,14,50,0,0,1
100000,10,88,0,0,1
100000,39,112,0,0,1
100000,144,192,0,0,1
100000,159,15,0,0,1
100000,197,179,0,0,1
100000,168,2,0,0,1
100000,123,110,0,0,1
100000,193,169,0,0,1
100000,58,165,0,0,1
100000,15,126,0,0,1
100000,120,102,0,0,1
100000,22,88,0,0,1
100000,4,30,0,0,1
100000,23,191,0,0,1
100000,99,125,0,0,1
100000,134,74,0,0,1
100000,69,2,0,0,1
100000,62,38,0,0,1
100000,4,124,0,0,1
100000,37,52,0,0,1
100000,148,117,0,0,1
100000,123,146,0,0,1
100000,93,118,0,0,1
100000,186,80,0,0,1
100000,102,182,0,0,1
100000,192,73,0,0,1
100000,125,159,0,0,1
100000,64,154,0,0,1
100000,52,144,0,0,1
100000,40,136,0,0,1
100000,58,195,0,0,1
100000,32,119,0,0,1
100000,75,15,0,0,1
100000,56,98,0,0,1
100000,76,62,0,0,1
100000,46,56,0,0,1
100000,114,149,0,0,1
100000,104,135,0,0,1
100000,126,156,0,0,1
100000,117,115,0,0,1
100000,199,177,0,0,1
100000,118,188,0,0,1
100000,92,152,0,0,1
100000,137,171,0,0,1
100000,143,3,0,0,1
100000,102,93,0,0,1
100000,61,27,0,0,1
100000,186,159,0,0,1
100000,132,134,0,0,1
100000,178,39,0,0,1
100000,119,90,0,0,1
100000,187,135,0,0,1
100000,3,100,0,0,1
100000,31,7,0,0,1
100000,34,145,0,0,1
100000,48,37,0,0,1
100000,51,69,0,0,1
100000,128,128,0,0,1
100000,71,137,0,0,1
100000,61,55,0,0,1
100000,2,198,0,0,1
100000,8,12,0,0,1
100000,115,85,0,0,1
100000,188,77,0,0,1
100000,134,51,0,0,1
100000,138,117,0,0,1
100000,172,142,0,0,1
100000,122,186,0,0,1
100000,55,178,0,0,1
100000,121,111,0,0,1
100000,62,29,0,0,1
100000,97,64,0,0,1
100000,169,188,0,0,1
100000,17,187,0,0,1
100000,37,105,0,0,1
100000,63,0,0,0,1
100000,43,98,0,0,1
100000,164,97,0,0,1
100000,30,104,0,0,1
100000,190,156,0,0,1
100000,14,100,0,0,1
100000,146,183,0,0,1
100000,167,7,0,0,1
100000,191,1,0,0,1
100000,99,110,0,0,1
100000,16,76,0,0,1
100000,87,193,0,0,1
100000,189,99,0,0,1
100000,46,152,0,0,1
100000,174,103,0,0,1
100000,193,174,0,0,1
100000,99,164,0,0,1
100000,111,120,0,0,1
100000,180,155,0,0,1
100000,22,177,0,0,1
100000,18,16,0,0,1
100000,7,86,0,0,1
100000,199,95,0,0,1
100000,37,171,0,0,1
100000,4,48,0,0,1
100000,175,71,0,0,1
100000,75,40,0,0,1
100000,3,170,0,0,1
100000,78,55,0,0,1
100000,81,112,0,0,1
100000,121,90,0,0,1
100000,147,171,0,0,1
100000,74,145,0,0,1
100000,77,196,0,0,1
100000,40,71,0,0,1
100000,196,18,0,0,1
100000,64,117,0,0,1
100000,101,56,0,0,1
100000,126,101,0,0,1
100000,0,17,0,0,1
100000,158,198,0,0,1
100000,163,62,0,0,1
100000,103,73,0,0,1
100000,120,64,0,0,1
100000,14,139,0,0,1
100000,173,4,0,0,1
100000,121,167,0,0,1
100000,132,135,0,0,1
100000,32,62,0,0,1
100000,189,24,0,0,1
100000,119,83,0,0,1
100000,161,41,0,0,1
100000,94,44,0,0,1
100000,28,185,0,0,1
100000,119,87,0,0,1
100000,198,143,0,0,1
100000,105,53,0,0,1
100000,21,193,0,0,1
100000,114,128,0,0,1
100000,105,96,0,0,1
100000,174,81,0,0,1
100000,79,120,0,0,1
100000,60,70,0,0,1
100000,103,143,0,0,1
100000,155,146,0,0,1
100000,120,188,0,0,1
100000,152,136,0,0,1
100000,37,124,0,0,1
100000,2,118,0,0,1
100000,178,96,0,0,1
100000,57,6,0,0,1
100000,40,114,0,0,1
100000,157,63,0,0,1
100000,36,124,0,0,1
100000,29,197,0,0,1
100000,3,170,0,0,1
100000,50,183,0,0,1
100000,35,189,0,0,1
100000,114,163,0,0,1
100000,146,137,0,0,1
100000,124,28,0,0,1
100000,140,146,0,0,1
100000,42,52,0,0,1
100000,173,179,0,0,1
100000,59,160,0,0,1
100000,134,86,0,0,1
100000,162,84,0,0,1
100000,166,166,0,0,1
100000,174,91,0,0,1
100000,75,59,0,0,1
100000,156,40,0,0,1
100000,173,83,0,0,1
100000,184,194,0,0,1
100000,84,194,0,0,1
100000,164,4,0,0,1
100000,173,112,0,0,1
100000,191,151,0,0,1
100000,103,109,0,0,1
100000,28,42,0,0,1
100000,5,3,0,0,1
100000,88,140,0,0,1
100000,69,82,0,0,1
100000,189,19,0,0,1
100000,31,125,0,0,1
100000,24,68,0,0,1
100000,172,160,0,0,1
100000,18,52,0,0,1
100000,150,86,0,0,1
100000,178,117,0,0,1
100000,167,187,0,0,1
100000,4,17,0,0,1
100000,81,71,0,0,1
100000,147,153,0,0,1
100000,90,103,0,0,1
100000,194,131,0,0,1
100000,121,199,0,0,1
100000,110,148,0,0,1
100000,46,49,0,0,1
100000,101,17,0,0,1
100000,143,35,0,0,1
100000,57,182,0,0,1
100000,134,157,0,0,1
100000,51,42,0,0,1
100000,109,183,0,0,1
100000,39,153,0,0,1
100000,132,132,0,0,1
100000,198,126,0,0,1
100000,86,66,0,0,1
100000,87,70,0,0,1
100000,126,154,0,0,1
100000,69,11,0,0,1
100000,153,75,0,0,1
100000,135,5,0,0,1
100000,100,13,0,0,1
100000,119,90,0,0,1
100000,197,9,0,0,1
100000,42,24,0,0,1
100000,49,55,0,0,1
100000,72,83,0,0,1
100000,30,27,0,0,1
100000,191,100,0,0,1
100000,105,49,0,0,1
100000,15,142,0,0,1
100000,34,84,0,0,1
100000,41,84,0,0,1
100000,147,156,0,0,1
100000,6,24,0,0,1
100000,129,20,0,0,1
100000,32,115,0,0,1
100000,180,84,0,0,1
100000,13,36,0,0,1
100000,177,101,0,0,1
100000,92,24,0,0,1
100000,56,75,0,0,1
100000,123,186,0,0,1
100000,179,191,0,0,1
100000,39,188,0,0,1
100000,88,128,0,0,1
100000,104,185,0,0,1
100000,175,190,0,0,1
100000,132,97,0,0,1
100000,157,25,0,0,1
100000,19,173,0,0,1
100000,187,70,0,0,1
100000,144,150,0,0,1
100000,143,195,0,0,1
100000,75,55,0,0,1
100000,25,100,0,0,1
100000,125,32,0,0,1
100000,27,125,0,0,1
100000,137,25,0,0,1
100000,122,3,0,0,1
100000,17,104,0,0,1
100000,111,123,0,0,1
100000,8,41,0,0,1
100000,136,126,0,0,1
100000,29,126,0,0,1
100000,113,107,0,0,1
100000,189,144,0,0,1
100000,24,186,0,0,1
100000,73,185,0,0,1
100000,116,186,0,0,1
100000,133,109,0,0,1
100000,168,46,0,0,1
100000,48,0,0,0,1
100000,7,74,0,0,1
100000,179,33,0,0,1
100000,162,144,0,0,1
100000,190,5,0,0,1
100000,112,148,0,0,1
100000,33,152,0,0,1
100000,152,46,0,0,1
100000,124,70,0,0,1
100000,93,166,0,0,1
100000,189,162,0,0,1
100000,38,3,0,0,1
100000,169,4,0,0,1
100000,107,37,0,0,1
100000,98,102,0,0,1
100000,193,96,0,0,1
100000,13,102,0,0,1
100000,186,148,0,0,1
100000,43,178,0,0,1
100000,137,199,0,0,1
100000,42,58,0,0,1
100000,3,147,0,0,1
100000,65,86,0,0,1
100000,85,37,0,0,1
100000,159,159,0,0,1
100000,74,175,0,0,1
100000,92,16,0,0,1
100000,168,55,0,0,1
100000,16,145,0,0,1
100000,144,58,0,0,1
100000,40,190,0,0,1
100000,77,192,0,0,1
100000,167,117,0,0,1
100000,181,103,0,0,1
100000,39,152,0,0,1
100000,193,116,0,0,1
100000,127,82,0,0,1
100000,173,84,0,0,1
100000,51,195,0,0,1
100000,11,88,0,0,1
100000,136,196,0,0,1
100000,117,18,0,0,1
100000,31,156,0,0,1
100000,150,91,0,0,1
100000,37,168,0,0,1
100000,30,90,0,0,1
100000,99,138,0,0,1
100000,155,56,0,0,1
100000,15,87,0,0,1
100000,33,150,0,0,1
100000,91,33,0,0,1
100000,179,5,0,0,1
100000,156,153,0,0,1
100000,171,141,0,0,1
100000,171,195,0,0,1
100000,156,73,0,0,1
100000,113,21,0,0,1
100000,148,180,0,0,1
100000,187,124,0,0,1
100000,125,163,0,0,1
100000,198,53,0,0,1
100000,131,197,0,0,1
100000,36,31,0,0,1
100000,34,93,0,0,1
100000,45,122,0,0,1
100000,131,172,0,0,1
100000,153,114,0,0,1
100000,68,22,0,0,1
100000,73,182,0,0,1
100000,169,90,0,0,1
100000,151,42,0,0,1
100000,96,173,0,0,1
100000,23,165,0,0,1
100000,163,103,0,0,1
100000,4,86,0,0,1
100000,197,168,0,0,1
100000,177,184,0,0,1
100000,83,39,0,0,1
100000,42,118,0,0,1
100000,79,28,0,0,1
